,y,day_of_week,week_of_year,month_of_year,quarter_of_year,year,t,is_weekend,month_sin,month_cos,quarter_sin,quarter_cos,week_sin,week_cos,is_holiday,before_holiday_1,before_holiday_2,after_holiday_1,after_holiday_2,lag_7,lag_14,lag_28,roll_max_3,roll_mean_7,roll_max_7,roll_mean_28,roll_std_7,interaction_trend_vol,trend_weekday_only
2024-12-18,20.0,2,51,12,4,2024,120,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,0,0,17.0,39.0,48.0,79.0,25.0,79.0,33.357142857142854,27.129319932500987,678.2329983125247,25.0
2024-12-19,76.0,3,51,12,4,2024,121,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,0,0,36.0,38.0,72.0,79.0,25.428571428571427,79.0,32.357142857142854,27.005290486971433,686.7059580972735,25.428571428571427
2024-12-20,31.0,4,51,12,4,2024,122,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,0,0,17.0,53.0,42.0,79.0,31.142857142857142,79.0,32.5,33.1482959412625,1032.3326450278892,31.142857142857142
2024-12-21,0.0,5,51,12,4,2024,123,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,0,0,0.0,0.0,0.0,76.0,33.142857142857146,79.0,32.107142857142854,32.570070982568026,1079.465209707969,0.0
2024-12-22,0.0,6,51,12,4,2024,124,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,0,0,0.0,0.0,0.0,76.0,33.142857142857146,79.0,32.107142857142854,32.570070982568026,1079.465209707969,0.0
2024-12-23,35.0,0,52,12,4,2024,125,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,1,0,0,26.0,64.0,48.0,31.0,33.142857142857146,79.0,32.107142857142854,32.570070982568026,1079.465209707969,33.142857142857146
2024-12-24,35.5,1,52,12,4,2024,126,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,1,0,0,0,79.0,140.0,70.0,35.0,34.42857142857143,79.0,31.642857142857142,32.41839571836301,1116.119052589355,34.42857142857143
2024-12-25,0.0,2,52,12,4,2024,127,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,1,0,0,0,0,20.0,17.0,43.0,35.5,28.214285714285715,76.0,30.410714285714285,25.980533005273216,733.0221812202086,28.214285714285715
2024-12-26,185.0,3,52,12,4,2024,128,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,1,0,76.0,36.0,24.0,35.5,25.357142857142858,76.0,28.875,28.051610598018296,711.3086973068926,25.357142857142858
2024-12-27,75.0,4,52,12,4,2024,129,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,0,1,31.0,17.0,9.0,185.0,40.92857142857143,185.0,34.625,65.75866772488915,2691.4083290258204,40.92857142857143
2024-12-28,0.0,5,52,12,4,2024,130,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,0,0,0.0,0.0,0.0,185.0,47.214285714285715,185.0,36.982142857142854,66.74694571218042,3151.409365410804,0.0
2024-12-29,0.0,6,52,12,4,2024,131,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,0,0,0.0,0.0,0.0,185.0,47.214285714285715,185.0,36.982142857142854,66.74694571218042,3151.409365410804,0.0
2024-12-30,26.0,0,1,12,4,2024,132,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054,0,0,1,0,0,35.0,26.0,28.0,75.0,47.214285714285715,185.0,36.982142857142854,66.74694571218042,3151.409365410804,47.214285714285715
2024-12-31,17.0,1,1,12,4,2024,133,0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.12053668025532305,0.992708874098054,0,1,0,0,0,35.5,79.0,41.0,26.0,45.92857142857143,185.0,36.910714285714285,67.10714602498787,3082.1353495762287,45.92857142857143
2025-01-01,0.0,2,1,1,1,2025,134,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,1,0,0,0,0,0.0,20.0,39.0,26.0,43.285714285714285,185.0,36.05357142857143,67.94535619578005,2941.063275331622,43.285714285714285
2025-01-02,96.0,3,1,1,1,2025,135,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,0,0,0,1,0,185.0,76.0,38.0,26.0,43.285714285714285,185.0,34.660714285714285,67.94535619578005,2941.063275331622,43.285714285714285
2025-01-03,38.0,4,1,1,1,2025,136,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,0,0,0,0,1,75.0,31.0,53.0,96.0,30.571428571428573,96.0,36.732142857142854,39.29315946767805,1201.2480180118719,30.571428571428573
2025-01-04,1.0,5,1,1,1,2025,137,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,0,0,0,0,0,0.0,0.0,0.0,96.0,25.285714285714285,96.0,36.19642857142857,34.51914582621396,872.841258748553,0.0
2025-01-05,0.0,6,1,1,1,2025,138,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.12053668025532305,0.992708874098054,0,0,0,0,0,0.0,0.0,0.0,96.0,25.428571428571427,96.0,36.232142857142854,34.398920248835,874.7154006132328,0.0
2025-01-06,114.0,0,2,1,1,2025,139,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,26.0,35.0,64.0,38.0,25.428571428571427,96.0,36.232142857142854,34.398920248835,874.7154006132328,25.428571428571427
2025-01-07,98.0,1,2,1,1,2025,140,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,17.0,35.5,140.0,114.0,38.0,114.0,38.017857142857146,48.02429940491928,1824.9233773869328,38.0
2025-01-08,56.0,2,2,1,1,2025,141,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,0.0,0.0,17.0,114.0,49.57142857142857,114.0,36.517857142857146,51.73605172043037,2564.629992427048,49.57142857142857
2025-01-09,66.0,3,2,1,1,2025,142,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,96.0,185.0,36.0,114.0,57.57142857142857,114.0,37.910714285714285,46.89654266879078,2699.9009565032406,57.57142857142857
2025-01-10,34.0,4,2,1,1,2025,143,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,38.0,75.0,17.0,98.0,53.285714285714285,114.0,38.982142857142854,44.085955003509085,2349.1516023298414,53.285714285714285
2025-01-11,0.0,5,2,1,1,2025,144,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,0,0,0,1.0,0.0,0.0,66.0,52.714285714285715,114.0,39.589285714285715,44.342283378713084,2337.4717952493043,0.0
2025-01-12,0.0,6,2,1,1,2025,145,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.23931566428755774,0.970941817426052,0,0,1,0,0,0.0,0.0,0.0,66.0,52.57142857142857,114.0,39.589285714285715,44.53783838062919,2341.417789153077,0.0
2025-01-13,36.0,0,3,1,1,2025,146,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,1,0,0,0,114.0,26.0,26.0,34.0,52.57142857142857,114.0,39.589285714285715,44.53783838062919,2341.417789153077,52.57142857142857
2025-01-14,57.0,1,3,1,1,2025,147,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,1,0,0,0,0,98.0,17.0,79.0,36.0,41.42857142857143,98.0,39.94642857142857,35.4347152890925,1468.009633405261,41.42857142857143
2025-01-15,64.0,2,3,1,1,2025,148,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,0,0,1,0,56.0,0.0,20.0,57.0,35.57142857142857,66.0,39.160714285714285,26.881574500371904,956.2160072275149,35.57142857142857
2025-01-16,68.0,3,3,1,1,2025,149,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,0,0,0,1,66.0,96.0,76.0,64.0,36.714285714285715,66.0,40.732142857142854,28.039937504175946,1029.466276939031,36.714285714285715
2025-01-17,34.0,4,3,1,1,2025,150,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,0,0,0,0,34.0,38.0,31.0,68.0,37.0,68.0,40.44642857142857,28.39600910926271,1050.6523370427203,37.0
2025-01-18,0.0,5,3,1,1,2025,151,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,0,1,0,0,0.0,1.0,0.0,68.0,37.0,68.0,40.55357142857143,28.39600910926271,1050.6523370427203,0.0
2025-01-19,0.0,6,3,1,1,2025,152,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.3546048870425356,0.9350162426854148,0,1,0,0,0,0.0,0.0,0.0,68.0,37.0,68.0,40.55357142857143,28.39600910926271,1050.6523370427203,0.0
2025-01-20,64.0,0,4,1,1,2025,153,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,1,0,0,0,0,36.0,114.0,35.0,34.0,37.0,68.0,40.55357142857143,28.39600910926271,1050.6523370427203,37.0
2025-01-21,96.0,1,4,1,1,2025,154,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,0,0,0,1,0,57.0,98.0,35.5,64.0,41.0,68.0,41.589285714285715,30.149626863362634,1236.134701397868,41.0
2025-01-22,78.0,2,4,1,1,2025,155,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,0,0,0,0,1,64.0,56.0,0.0,96.0,46.57142857142857,96.0,43.75,36.52787585236394,1701.1553611243778,46.57142857142857
2025-01-23,58.0,3,4,1,1,2025,156,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,0,0,0,0,0,68.0,66.0,185.0,96.0,48.57142857142857,96.0,46.535714285714285,37.99498713802976,1845.4708038471595,48.57142857142857
2025-01-24,37.0,4,4,1,1,2025,157,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,0,0,1,0,0,34.0,34.0,75.0,96.0,47.142857142857146,96.0,42.0,37.324828963343634,1759.5990797004856,47.142857142857146
2025-01-25,0.0,5,4,1,1,2025,158,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,0,1,0,0,0,0.0,0.0,0.0,78.0,47.57142857142857,96.0,40.642857142857146,37.16565234575754,1768.0231758767516,0.0
2025-01-26,0.0,6,4,1,1,2025,159,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.4647231720437685,0.8854560256532099,1,0,0,0,0,0.0,0.0,0.0,58.0,47.57142857142857,96.0,40.642857142857146,37.16565234575754,1768.0231758767516,0.0
2025-01-27,167.0,0,5,1,1,2025,160,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,1,0,64.0,36.0,26.0,37.0,47.57142857142857,96.0,40.642857142857146,37.16565234575754,1768.0231758767516,47.57142857142857
2025-01-28,92.0,1,5,1,1,2025,161,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,1,96.0,57.0,17.0,167.0,62.285714285714285,167.0,45.67857142857143,58.82945488362749,3664.234618465941,62.285714285714285
2025-01-29,64.0,2,5,1,1,2025,162,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,0,78.0,64.0,0.0,167.0,61.714285714285715,167.0,48.357142857142854,58.465700160334144,3608.1689241806216,61.714285714285715
2025-01-30,22.0,3,5,1,1,2025,163,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,0,58.0,68.0,96.0,167.0,59.714285714285715,167.0,50.642857142857146,58.053751775730184,3466.638320322174,59.714285714285715
2025-01-31,15.0,4,5,1,1,2025,164,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,0,37.0,34.0,38.0,92.0,54.57142857142857,167.0,48.0,59.799267394779854,3263.331449257986,54.57142857142857
2025-02-01,0.0,5,5,2,1,2025,165,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,0,0.0,0.0,1.0,64.0,51.42857142857143,167.0,47.17857142857143,61.432502642757285,3159.385850198946,0.0
2025-02-02,0.0,6,5,2,1,2025,166,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.5680647467311558,0.8229838658936564,0,0,0,0,0,0.0,0.0,0.0,22.0,51.42857142857143,167.0,47.142857142857146,61.432502642757285,3159.385850198946,0.0
2025-02-03,17.0,0,6,2,1,2025,167,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,167.0,64.0,114.0,15.0,51.42857142857143,167.0,47.142857142857146,61.432502642757285,3159.385850198946,51.42857142857143
2025-02-04,38.0,1,6,2,1,2025,168,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,92.0,96.0,98.0,17.0,30.0,92.0,43.67857142857143,34.78026260203716,1043.4078780611148,30.0
2025-02-05,7.0,2,6,2,1,2025,169,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,64.0,78.0,56.0,38.0,22.285714285714285,64.0,41.535714285714285,22.588450483335343,503.3997536286162,22.285714285714285
2025-02-06,83.0,3,6,2,1,2025,170,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,22.0,58.0,66.0,38.0,14.142857142857142,38.0,39.785714285714285,13.48367619788908,190.69770622728842,14.142857142857142
2025-02-07,70.0,4,6,2,1,2025,171,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,15.0,37.0,34.0,83.0,22.857142857142858,83.0,40.392857142857146,29.548990797366578,675.4055039398075,22.857142857142858
2025-02-08,0.0,5,6,2,1,2025,172,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,0.0,0.0,0.0,83.0,30.714285714285715,83.0,41.67857142857143,34.07694374849502,1046.6489865609185,0.0
2025-02-09,0.0,6,6,2,1,2025,173,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6631226582407952,0.7485107481711011,0,0,0,0,0,0.0,0.0,0.0,83.0,30.714285714285715,83.0,41.67857142857143,34.07694374849502,1046.6489865609185,0.0
2025-02-10,19.0,0,7,2,1,2025,174,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,0,0,0,17.0,167.0,36.0,70.0,30.714285714285715,83.0,41.67857142857143,34.07694374849502,1046.6489865609185,30.714285714285715
2025-02-11,55.0,1,7,2,1,2025,175,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,0,0,0,38.0,92.0,57.0,19.0,31.0,83.0,41.07142857142857,33.95094500402993,1052.4792951249278,31.0
2025-02-12,28.0,2,7,2,1,2025,176,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,0,0,0,7.0,64.0,64.0,55.0,33.42857142857143,83.0,41.0,35.1229134272635,1174.1088202828084,33.42857142857143
2025-02-13,12.0,3,7,2,1,2025,177,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,0,0,0,83.0,22.0,68.0,55.0,36.42857142857143,83.0,39.714285714285715,33.34095151040304,1214.5632335932535,36.42857142857143
2025-02-14,50.0,4,7,2,1,2025,178,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,0,0,0,70.0,15.0,34.0,55.0,26.285714285714285,70.0,37.714285714285715,27.010579937710087,709.9923869340937,26.285714285714285
2025-02-15,0.0,5,7,2,1,2025,179,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,0,1,0,0,0.0,0.0,0.0,50.0,23.428571428571427,55.0,38.285714285714285,22.255015486081152,521.4032199596155,0.0
2025-02-16,0.0,6,7,2,1,2025,180,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7485107481711011,0.6631226582407953,0,1,0,0,0,0.0,0.0,0.0,50.0,23.428571428571427,55.0,38.285714285714285,22.255015486081152,521.4032199596155,0.0
2025-02-17,38.0,0,8,2,1,2025,181,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,1,0,0,0,0,19.0,17.0,64.0,50.0,23.428571428571427,55.0,38.285714285714285,22.255015486081152,521.4032199596155,23.428571428571427
2025-02-18,102.0,1,8,2,1,2025,182,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,1,0,55.0,38.0,96.0,38.0,26.142857142857142,55.0,37.357142857142854,22.77739062775896,595.4660692685557,26.142857142857142
2025-02-19,45.0,2,8,2,1,2025,183,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,0,1,28.0,7.0,78.0,102.0,32.857142857142854,102.0,37.57142857142857,35.86748096083957,1178.5029458561573,32.857142857142854
2025-02-20,43.0,3,8,2,1,2025,184,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,0,0,12.0,83.0,58.0,102.0,35.285714285714285,102.0,36.392857142857146,36.058814390355295,1272.3610220596797,35.285714285714285
2025-02-21,25.0,4,8,2,1,2025,185,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,0,0,50.0,70.0,37.0,102.0,39.714285714285715,102.0,35.857142857142854,34.59631139160303,1373.9677952665204,39.714285714285715
2025-02-22,0.0,5,8,2,1,2025,186,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,0,0,0.0,0.0,0.0,45.0,36.142857142857146,102.0,35.42857142857143,34.64788868713633,1252.2736911207846,0.0
2025-02-23,0.0,6,8,2,1,2025,187,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8229838658936564,0.5680647467311559,0,0,0,0,0,0.0,0.0,0.0,43.0,36.142857142857146,102.0,35.42857142857143,34.64788868713633,1252.2736911207846,0.0
2025-02-24,45.0,0,9,2,1,2025,188,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,38.0,19.0,167.0,25.0,36.142857142857146,102.0,35.42857142857143,34.64788868713633,1252.2736911207846,36.142857142857146
2025-02-25,21.0,1,9,2,1,2025,189,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,102.0,55.0,92.0,45.0,37.142857142857146,102.0,31.071428571428573,34.81105462075981,1292.9820287710788,37.142857142857146
2025-02-26,48.0,2,9,2,1,2025,190,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,45.0,28.0,64.0,45.0,25.571428571428573,45.0,28.535714285714285,19.94874384397121,510.1178782958353,25.571428571428573
2025-02-27,68.0,3,9,2,1,2025,191,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,43.0,12.0,22.0,48.0,26.0,48.0,27.964285714285715,20.461345670963702,531.9949874450563,26.0
2025-02-28,24.0,4,9,2,1,2025,192,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,25.0,50.0,15.0,68.0,29.571428571428573,68.0,29.607142857142858,25.487625382115265,753.7054934425514,29.571428571428573
2025-03-01,23.0,5,9,3,1,2025,193,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,0.0,0.0,0.0,68.0,29.428571428571427,68.0,29.928571428571427,25.52030004301895,751.0259726945576,0.0
2025-03-02,3.0,6,9,3,1,2025,194,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,0,0,0,0,0,0.0,0.0,0.0,68.0,32.714285714285715,68.0,30.75,22.388347309216332,732.4187905443629,0.0
2025-03-03,39.0,0,10,3,1,2025,195,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,45.0,38.0,17.0,24.0,33.142857142857146,68.0,30.857142857142858,21.67508993774934,718.3744093654068,33.142857142857146
2025-03-04,52.0,1,10,3,1,2025,196,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,21.0,102.0,38.0,39.0,32.285714285714285,68.0,31.642857142857142,21.242365575380113,685.824945719415,32.285714285714285
2025-03-05,103.0,2,10,3,1,2025,197,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,48.0,45.0,7.0,52.0,36.714285714285715,68.0,32.142857142857146,21.72336902749574,797.5579771523436,36.714285714285715
2025-03-06,41.0,3,10,3,1,2025,198,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,68.0,43.0,83.0,103.0,44.57142857142857,103.0,35.57142857142857,33.33095229591229,1485.6081594749478,44.57142857142857
2025-03-07,40.0,4,10,3,1,2025,199,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,24.0,25.0,70.0,103.0,40.714285714285715,103.0,34.07142857142857,31.689715922331885,1290.2241482663696,40.714285714285715
2025-03-08,4.0,5,10,3,1,2025,200,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,23.0,0.0,0.0,103.0,43.0,103.0,33.0,30.849095070466277,1326.51108803005,0.0
2025-03-09,0.0,6,10,3,1,2025,201,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,0,0,0,0,0,3.0,0.0,0.0,41.0,40.285714285714285,103.0,33.142857142857146,33.61405601686238,1354.166256679313,0.0
2025-03-10,31.0,0,11,3,1,2025,202,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,0,39.0,45.0,19.0,40.0,39.857142857142854,103.0,33.142857142857146,34.18298100628718,1362.435957250589,39.857142857142854
2025-03-11,35.0,1,11,3,1,2025,203,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,0,52.0,21.0,55.0,31.0,38.714285714285715,103.0,33.57142857142857,34.34974180259237,1329.8257183575047,38.714285714285715
2025-03-12,39.0,2,11,3,1,2025,204,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,1,0,0,103.0,48.0,28.0,35.0,36.285714285714285,103.0,32.857142857142854,33.85121507279704,1228.3155183557783,36.285714285714285
2025-03-13,31.0,3,11,3,1,2025,205,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,1,0,0,0,41.0,68.0,12.0,39.0,27.142857142857142,41.0,33.25,17.544501241401036,476.2078908380281,27.142857142857142
2025-03-14,48.0,4,11,3,1,2025,206,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1,0,0,0,0,40.0,24.0,50.0,39.0,25.714285714285715,40.0,33.92857142857143,16.61038114869013,427.1240866806034,25.714285714285715
2025-03-15,1.0,5,11,3,1,2025,207,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,1,0,4.0,23.0,0.0,48.0,26.857142857142858,48.0,33.857142857142854,17.976174708286965,482.78869216542137,0.0
2025-03-16,2.0,6,11,3,1,2025,208,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,0,0,0,0,1,0.0,3.0,0.0,48.0,26.428571428571427,48.0,33.892857142857146,18.63560340546324,492.5123757158142,0.0
2025-03-17,28.0,0,12,3,1,2025,209,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,31.0,39.0,38.0,48.0,26.714285714285715,48.0,33.964285714285715,18.17245429869323,485.46413626509053,26.714285714285715
2025-03-18,160.0,1,12,3,1,2025,210,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,35.0,52.0,102.0,28.0,26.285714285714285,48.0,33.607142857142854,18.089723470470574,475.50130265236936,26.285714285714285
2025-03-19,135.0,2,12,3,1,2025,211,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,39.0,103.0,45.0,160.0,44.142857142857146,160.0,35.67857142857143,54.059931469399686,2386.359832006358,44.142857142857146
2025-03-20,255.0,3,12,3,1,2025,212,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,31.0,41.0,43.0,160.0,57.857142857142854,160.0,38.892857142857146,63.83162374933128,3693.115374068452,57.857142857142854
2025-03-21,255.0,4,12,3,1,2025,213,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,48.0,40.0,25.0,255.0,89.85714285714286,255.0,46.464285714285715,96.11005596264557,8636.175028643438,89.85714285714286
2025-03-22,1.0,5,12,3,1,2025,214,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,1.0,4.0,0.0,255.0,119.42857142857143,255.0,54.67857142857143,111.67043348302059,13336.64034168646,0.0
2025-03-23,2.0,6,12,3,1,2025,215,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,0,0,0,0,0,2.0,0.0,0.0,255.0,119.42857142857143,255.0,54.714285714285715,111.67043348302059,13336.64034168646,0.0
