Date,Marketing_Spend,Temperature_C,Is_Holiday,Competitor_Price
2024-10-07,476.62,23.5,0,53.16
2024-10-08,235.35,18.3,0,53.09
2024-10-09,500.9,25.3,0,53.4
2024-10-10,484.67,21.6,0,53.24
2024-10-11,578.97,17.9,0,53.55
2024-10-12,695.97,25.6,0,53.65
2024-10-13,625.61,17.0,0,53.37
2024-10-14,488.08,20.8,0,53.44
2024-10-15,406.48,19.2,0,53.02
2024-10-16,776.77,22.0,0,53.14
2024-10-17,527.8,22.5,0,53.32
2024-10-18,525.86,17.7,0,53.2
2024-10-19,524.79,15.0,0,53.23
2024-10-20,549.88,18.4,0,53.62
2024-10-21,518.65,14.8,0,53.52
2024-10-22,478.86,22.6,0,53.31
2024-10-23,484.83,16.7,0,53.6
2024-10-24,539.66,14.9,0,53.99
2024-10-25,492.15,16.4,0,54.0
2024-10-26,478.9,11.5,0,54.2
2024-10-27,564.65,12.4,0,54.47
2024-10-28,532.47,18.7,0,54.32
2024-10-29,712.45,12.8,0,54.22
2024-10-30,301.17,11.4,0,54.47
2024-10-31,679.77,15.9,0,54.8
2024-11-01,699.7,17.7,0,54.92
2024-11-02,372.35,16.0,0,54.74
2024-11-03,550.15,16.6,0,55.14
2024-11-04,552.12,11.1,0,55.03
2024-11-05,453.48,8.9,0,54.96
2024-11-06,521.54,17.4,0,55.03
2024-11-07,493.47,11.7,0,55.34
2024-11-08,785.08,11.7,0,55.51
2024-11-09,708.86,16.2,0,55.6
2024-11-10,748.0,13.7,0,55.69
2024-11-11,698.68,13.2,0,55.7
2024-11-12,519.39,18.1,0,55.81
2024-11-13,585.73,9.5,0,55.3
2024-11-14,693.11,14.0,0,55.25
2024-11-15,528.06,11.1,1,55.29
2024-11-16,727.77,11.6,0,55.06
2024-11-17,638.75,15.2,0,55.14
2024-11-18,631.7,11.9,0,55.1
2024-11-19,746.78,11.8,0,55.45
2024-11-20,726.71,13.2,0,55.77
2024-11-21,652.88,8.7,0,55.67
2024-11-22,811.69,7.1,0,55.64
2024-11-23,594.53,6.3,0,55.63
2024-11-24,771.19,3.3,0,55.54
2024-11-25,775.96,15.2,0,55.58
2024-11-26,692.83,5.6,0,55.42
2024-11-27,763.61,8.0,0,55.2
2024-11-28,613.18,7.7,0,55.32
2024-11-29,838.07,9.3,0,55.45
2024-11-30,734.62,10.7,0,55.29
2024-12-01,708.36,10.6,0,55.47
2024-12-02,873.13,6.2,0,55.34
2024-12-03,705.45,7.3,0,55.39
2024-12-04,642.77,8.5,0,55.56
2024-12-05,635.74,6.7,0,55.55
2024-12-06,859.86,12.1,0,55.64
2024-12-07,679.13,8.7,0,55.54
2024-12-08,990.62,9.3,0,55.5
2024-12-09,614.97,8.9,0,55.46
2024-12-10,1000.88,10.3,0,55.31
2024-12-11,860.47,7.2,0,55.27
2024-12-12,837.87,2.7,0,54.96
2024-12-13,801.27,7.6,0,54.86
2024-12-14,903.93,4.4,0,54.81
2024-12-15,868.56,4.7,0,54.75
2024-12-16,990.99,7.9,0,54.71
2024-12-17,900.46,9.8,0,54.69
2024-12-18,912.48,6.0,0,54.79
2024-12-19,869.53,6.8,0,54.96
2024-12-20,908.66,10.9,0,54.83
2024-12-21,953.63,6.4,0,54.59
2024-12-22,760.34,13.4,0,54.39
2024-12-23,805.08,7.2,0,54.29
2024-12-24,1022.78,0.2,0,54.22
2024-12-25,974.1,7.7,0,54.06
2024-12-26,947.2,6.5,0,53.8
2024-12-27,976.03,9.2,0,53.71
2024-12-28,1017.55,7.3,0,53.75
2024-12-29,937.42,4.8,0,53.87
2024-12-30,922.17,1.5,0,53.76
2024-12-31,1028.19,4.5,0,53.67
2025-01-01,910.77,2.6,0,53.49
